chrom	tss_pos	strand	gene	gene_id	transcript_id
chr1	13303538	1	PRAMEF33	ENSG00000237700	ENST00000437300.2
chr1	13315580	1	PRAMEF15	ENSG00000204501	ENST00000376152.2
chr1	13347133	-1	PRAMEF14	ENSG00000204481	ENST00000334600.7
chr1	13371899	-1	PRAMEF19	ENSG00000204480	ENST00000376101.3
chr1	13389631	1	PRAMEF17	ENSG00000204479	ENST00000376098.4
chr1	13416350	1	PRAMEF20	ENSG00000204478	ENST00000602960.1
chr1	13514002	-1	LRRC38	ENSG00000162494	ENST00000376085.4
chr1	13583831	1	PDPN	ENSG00000162493	ENST00000621990.5
chr1	13749435	1	PRDM2	ENSG00000116731	ENST00000505823.5
chr1	14598684	1	KAZN	ENSG00000189337	ENST00000376030.7
chr1	15153746	1	TMEM51	ENSG00000171729	ENST00000376008.3
chr1	15236520	1	FHAD1	ENSG00000142621	ENST00000683790.1
chr1	15409887	1	EFHD2	ENSG00000142634	ENST00000375980.9
chr1	15438442	1	CTRC	ENSG00000162438	ENST00000375949.5
chr1	15456731	1	CELA2A	ENSG00000142615	ENST00000359621.5
chr1	15476103	1	CELA2B	ENSG00000215704	ENST00000375910.8
chr1	15524214	-1	CASP9	ENSG00000132906	ENST00000333868.10
chr1	15526847	1	DNAJC16	ENSG00000116138	ENST00000375847.8
chr1	15585050	-1	AGMAT	ENSG00000116771	ENST00000375826.4
chr1	15617457	1	DDI2	ENSG00000197312	ENST00000480945.6
chr1	15659712	1	RSC1A1	ENSG00000215695	ENST00000345034.2
chr1	15684319	1	PLEKHM2	ENSG00000116786	ENST00000375799.8
chr1	15736257	1	SLC25A34	ENSG00000162461	ENST00000294454.6
chr1	15742498	1	TMEM82	ENSG00000162460	ENST00000375782.2
chr1	15758794	1	FBLIM1	ENSG00000162458	ENST00000375766.8
chr1	15809347	-1	UQCRHL	ENSG00000233954	ENST00000483273.2
chr1	15847706	1	SPEN	ENSG00000065526	ENST00000375759.8
chr1	15976100	-1	ZBTB17	ENSG00000116809	ENST00000375743.9
chr1	16004235	1	SRARP	ENSG00000183888	ENST00000329454.2
chr1	16018042	-1	HSPB7	ENSG00000173641	ENST00000311890.14
chr1	16022035	1	CLCNKA	ENSG00000186510	ENST00000331433.5
chr1	16043781	1	CLCNKB	ENSG00000184908	ENST00000375679.9
chr1	16073650	-1	FAM131C	ENSG00000185519	ENST00000375662.5
chr1	16156068	-1	EPHA2	ENSG00000142627	ENST00000358432.8
chr1	16212651	-1	ARHGEF19	ENSG00000142632	ENST00000270747.8
chr1	16237182	-1	CPLANE2	ENSG00000132881	ENST00000375599.8
chr1	16352479	-1	FBXO42	ENSG00000037637	ENST00000375592.8
chr1	16367241	1	SZRD1	ENSG00000055070	ENST00000401088.9
chr1	16437415	-1	SPATA21	ENSG00000187144	ENST00000375577.5
chr1	16440723	1	NECAP2	ENSG00000157191	ENST00000337132.10
chr1	16613486	-1	NBPF1	ENSG00000219481	ENST00000430580.6
chr1	16921930	1	CROCC	ENSG00000058453	ENST00000375541.10
chr1	16980619	-1	MFAP2	ENSG00000117122	ENST00000375535.4
chr1	17011756	-1	ENSG00000288636	ENSG00000288636	ENST00000617114.5
chr1	17011927	-1	ATP13A2	ENSG00000159363	ENST00000326735.13
chr1	17054031	-1	SDHB	ENSG00000117118	ENST00000375499.8
chr1	17119450	-1	PADI2	ENSG00000117115	ENST00000375486.9
chr1	17205127	1	PADI1	ENSG00000142623	ENST00000375471.5
chr1	17249097	1	PADI3	ENSG00000142619	ENST00000375460.3
chr1	17308196	1	PADI4	ENSG00000159339	ENST00000375448.4
chr1	17372195	1	PADI6	ENSG00000276747	ENST00000619609.1
chr1	17439676	-1	RCC2	ENSG00000179051	ENST00000375436.9
chr1	17539697	1	ARHGEF10L	ENSG00000074964	ENST00000361221.8
chr1	17755332	1	ACTL8	ENSG00000117148	ENST00000375406.2
chr1	18107797	1	IGSF21	ENSG00000117154	ENST00000251296.4
chr1	18480929	1	KLHDC7A	ENSG00000179023	ENST00000400664.3
chr1	18630845	1	PAX7	ENSG00000009709	ENST00000420770.7
chr1	18859681	-1	TAS1R2	ENSG00000179002	ENST00000375371.3
chr1	18902554	-1	ALDH4A1	ENSG00000159423	ENST00000375341.8
chr1	18956675	-1	IFFO2	ENSG00000169991	ENST00000455833.7
chr1	19210265	-1	UBR4	ENSG00000127481	ENST00000375254.8
chr1	19251523	-1	EMC1	ENSG00000127463	ENST00000688219.1
chr1	19251804	1	MRTO4	ENSG00000053372	ENST00000330263.5
chr1	19288769	-1	AKR7A3	ENSG00000162482	ENST00000361640.5
chr1	19312143	-1	AKR7A2	ENSG00000053371	ENST00000235835.8
chr1	19312325	1	SLC66A1	ENSG00000040487	ENST00000375153.8
chr1	19485536	-1	CAPZB	ENSG00000077549	ENST00000375144.6
chr1	19596978	1	MICOS10	ENSG00000173436	ENST00000322753.7
chr1	19644310	1	NBL1	ENSG00000158747	ENST00000375136.8
chr1	19664874	1	HTR6	ENSG00000158748	ENST00000289753.2
chr1	19799915	-1	TMCO4	ENSG00000162542	ENST00000294543.11
chr1	19815282	-1	RNF186	ENSG00000178828	ENST00000375121.4
chr1	19882394	1	OTUD3	ENSG00000169914	ENST00000375120.4
chr1	19923616	-1	PLA2G2E	ENSG00000188784	ENST00000375116.3
chr1	19979617	-1	PLA2G2A	ENSG00000188257	ENST00000482011.2
chr1	20070193	1	PLA2G5	ENSG00000127472	ENST00000375108.4
chr1	20119535	-1	PLA2G2D	ENSG00000117215	ENST00000375105.8
chr1	20139322	1	PLA2G2F	ENSG00000158786	ENST00000375102.4
chr1	20186095	1	UBXN10	ENSG00000162543	ENST00000375099.4
chr1	20186517	-1	PLA2G2C	ENSG00000187980	ENST00000679259.1
chr1	20290874	1	VWA5B1	ENSG00000158816	ENST00000289815.13
chr1	20486209	-1	CAMK2N1	ENSG00000162545	ENST00000375078.4
chr1	20508150	-1	MUL1	ENSG00000090432	ENST00000264198.5
chr1	20552572	1	FAM43B	ENSG00000183114	ENST00000332947.6
chr1	20589096	1	CDA	ENSG00000158825	ENST00000375071.4
chr1	20633457	1	PINK1	ENSG00000158828	ENST00000321556.5
chr1	20661368	-1	DDOST	ENSG00000244038	ENST00000602624.7
chr1	20718006	-1	KIF17	ENSG00000117245	ENST00000400463.8
chr1	20732702	-1	SH2D5	ENSG00000189410	ENST00000444387.7
chr1	20787306	-1	HP1BP3	ENSG00000127483	ENST00000438032.6
chr1	21176896	-1	EIF4G3	ENSG00000075151	ENST00000602326.6
chr1	21345503	-1	ECE1	ENSG00000117298	ENST00000415912.6
chr1	21440136	1	NBPF3	ENSG00000142794	ENST00000318249.10
chr1	21509425	1	ALPL	ENSG00000162551	ENST00000539907.5
chr1	21669356	-1	RAP1GAP	ENSG00000076864	ENST00000374765.9
chr1	21783148	-1	USP48	ENSG00000090686	ENST00000308271.14
chr1	21812264	1	LDLRAD2	ENSG00000187942	ENST00000344642.7
chr1	21937309	-1	HSPG2	ENSG00000142798	ENST00000374695.8
chr1	21977021	1	CELA3B	ENSG00000219073	ENST00000337107.11
chr1	22001656	1	CELA3A	ENSG00000142789	ENST00000290122.8
chr1	22052708	1	CDC42	ENSG00000070831	ENST00000656825.1
chr1	22143096	-1	WNT4	ENSG00000162552	ENST00000290167.11
chr1	22451850	1	ZBTB40	ENSG00000184677	ENST00000404138.5
chr1	22563488	1	EPHA8	ENSG00000070886	ENST00000166244.8
chr1	22636627	1	C1QA	ENSG00000173372	ENST00000374642.8
chr1	22643632	1	C1QC	ENSG00000159189	ENST00000374639.7
chr1	22653235	1	C1QB	ENSG00000173369	ENST00000509305.6
chr1	22710838	1	EPHB2	ENSG00000133216	ENST00000374630.8
chr1	22965337	-1	LACTBL1	ENSG00000215906	ENST00000426928.6
chr1	23015851	-1	TEX46	ENSG00000227868	ENST00000566855.4
chr1	23019467	1	KDM1A	ENSG00000004487	ENST00000400181.9
chr1	23168816	-1	LUZP1	ENSG00000169641	ENST00000314174.5
chr1	23217501	-1	HTR1D	ENSG00000179546	ENST00000374619.2
chr1	23344280	-1	HNRNPR	ENSG00000125944	ENST00000476451.2
chr1	23369835	-1	ZNF436	ENSG00000125945	ENST00000314011.9
chr1	23424747	-1	TCEA3	ENSG00000204219	ENST00000450454.7
chr1	23484178	-1	ASAP3	ENSG00000088280	ENST00000336689.8
chr1	23531232	-1	E2F2	ENSG00000007968	ENST00000361729.3
chr1	23559500	-1	ID3	ENSG00000117318	ENST00000374561.6
chr1	23691805	1	RPL11	ENSG00000142676	ENST00000643754.2
chr1	23743470	1	ELOA	ENSG00000011007	ENST00000613537.5
chr1	23778417	1	PITHD1	ENSG00000057757	ENST00000246151.9
chr1	23791144	1	LYPLA2	ENSG00000011009	ENST00000374514.8
chr1	23800753	-1	GALE	ENSG00000117308	ENST00000617979.5
chr1	23825427	-1	HMGCL	ENSG00000117305	ENST00000436439.6
chr1	23868289	-1	FUCA1	ENSG00000179163	ENST00000374479.4
chr1	23913361	-1	CNR2	ENSG00000188822	ENST00000374472.5
chr1	23959827	1	PNRC2	ENSG00000189266	ENST00000334351.8
chr1	23980326	-1	SRSF10	ENSG00000188529	ENST00000492112.3
chr1	24112134	-1	MYOM3	ENSG00000142661	ENST00000374434.4
chr1	24143139	-1	IL22RA1	ENSG00000142677	ENST00000270800.2
chr1	24187288	-1	IFNLR1	ENSG00000185436	ENST00000327535.6
chr1	24319356	1	GRHL3	ENSG00000158055	ENST00000361548.9
chr1	24413724	-1	STPG1	ENSG00000001460	ENST00000003583.12
chr1	24415801	1	NIPAL3	ENSG00000001461	ENST00000374399.9
chr1	24502835	1	RCAN3	ENSG00000117602	ENST00000374395.9
chr1	24556086	1	NCMAP	ENSG00000184454	ENST00000374392.3
chr1	24643301	1	SRRM1	ENSG00000133226	ENST00000323848.14
chr1	24745446	1	CLIC4	ENSG00000169504	ENST00000374379.9
chr1	24930275	-1	RUNX3	ENSG00000020633	ENST00000308873.11
chr1	25232501	-1	SYF2	ENSG00000117614	ENST00000236273.9
chr1	25247453	-1	RSRP1	ENSG00000117616	ENST00000243189.12
chr1	25272508	1	RHD	ENSG00000187010	ENST00000328664.9
chr1	25338333	1	TMEM50A	ENSG00000183726	ENST00000374358.5
chr1	25430191	-1	RHCE	ENSG00000188672	ENST00000349320.7
chr1	25430896	1	MACO1	ENSG00000204178	ENST00000374343.5
chr1	25543605	1	LDLRAP1	ENSG00000157978	ENST00000374338.5
chr1	25616790	1	MAN1C1	ENSG00000117643	ENST00000374332.9
chr1	25800192	1	SELENON	ENSG00000162430	ENST00000374315.1
chr1	25819953	1	MTFR1L	ENSG00000117640	ENST00000374303.7
chr1	25859456	-1	AUNIP	ENSG00000127423	ENST00000374298.4
chr1	25875707	-1	PAQR7	ENSG00000182749	ENST00000675840.1
chr1	25906418	-1	STMN1	ENSG00000117632	ENST00000455785.7
chr1	25998062	-1	PAFAH2	ENSG00000158006	ENST00000374282.8
chr1	26021774	1	EXTL1	ENSG00000158008	ENST00000374280.4
chr1	26046117	-1	SLC30A2	ENSG00000158014	ENST00000374276.4
chr1	26067629	-1	TRIM63	ENSG00000158022	ENST00000374272.4
chr1	26111823	1	PDIK1L	ENSG00000175087	ENST00000374269.2
chr1	26159078	1	FAM110D	ENSG00000197245	ENST00000374268.5
chr1	26168962	-1	C1orf232	ENSG00000282872	ENST00000634842.2
chr1	26169907	1	ZNF593	ENSG00000142684	ENST00000374266.7
chr1	26171830	-1	ZNF593OS	ENSG00000236782	ENST00000648649.1
chr1	26177490	1	CNKSR1	ENSG00000142675	ENST00000361530.11
chr1	26190601	1	CATSPER4	ENSG00000188782	ENST00000456354.7
chr1	26234199	1	CEP85	ENSG00000130695	ENST00000451429.8
chr1	26280085	1	SH3BGRL3	ENSG00000142669	ENST00000270792.10
chr1	26306635	-1	UBXN11	ENSG00000158062	ENST00000314675.11
chr1	26317957	1	CD52	ENSG00000169442	ENST00000374213.3
chr1	26354129	-1	CRYBG2	ENSG00000176092	ENST00000308182.10
chr1	26370749	-1	ZNF683	ENSG00000176083	ENST00000454975.1
chr1	26410816	1	LIN28A	ENSG00000131914	ENST00000326279.11
chr1	26432370	1	DHDDS	ENSG00000117682	ENST00000525546.5
chr1	26472439	1	HMGN2	ENSG00000198830	ENST00000361427.6
chr1	26529760	1	RPS6KA1	ENSG00000117676	ENST00000374168.7
chr1	26696031	1	ARID1A	ENSG00000117713	ENST00000637465.1
chr1	26788194	1	PIGV	ENSG00000060642	ENST00000674273.1
chr1	26826687	1	ZDHHC18	ENSG00000204160	ENST00000374142.9
chr1	26863148	1	SFN	ENSG00000175793	ENST00000339276.6
chr1	26890282	-1	GPN2	ENSG00000142751	ENST00000374135.9
chr1	26900466	-1	GPATCH3	ENSG00000198746	ENST00000361720.10
chr1	26913974	-1	NR0B2	ENSG00000131910	ENST00000254227.4
chr1	26921742	1	NUDC	ENSG00000090273	ENST00000321265.10
chr1	26960467	-1	KDF1	ENSG00000175707	ENST00000320567.6
chr1	26993691	1	TRNP1	ENSG00000253368	ENST00000522111.3
chr1	27012849	-1	TENT5B	ENSG00000158246	ENST00000289166.6
chr1	27155124	-1	SLC9A1	ENSG00000090020	ENST00000263980.8
chr1	27234631	1	WDTC1	ENSG00000142784	ENST00000319394.8
chr1	27322299	1	TMEM222	ENSG00000186501	ENST00000498220.1
chr1	27342021	1	SYTL1	ENSG00000142765	ENST00000318074.9
chr1	27366960	-1	MAP3K6	ENSG00000142733	ENST00000357582.3
chr1	27374823	-1	FCN3	ENSG00000142748	ENST00000270879.9
chr1	27383332	-1	CD164L2	ENSG00000174950	ENST00000374030.3
chr1	27392621	1	GPR3	ENSG00000181773	ENST00000374024.4
chr1	27490166	-1	WASF2	ENSG00000158195	ENST00000618852.5
chr1	27604143	-1	AHDC1	ENSG00000126705	ENST00000673934.1
chr1	27635184	-1	FGR	ENSG00000000938	ENST00000374005.8
chr1	27672191	-1	IFI6	ENSG00000126709	ENST00000361157.11
chr1	27725995	1	FAM76A	ENSG00000009780	ENST00000419687.6
chr1	27773218	1	STX12	ENSG00000117758	ENST00000373943.9
chr1	27830813	1	PPP1R8	ENSG00000117751	ENST00000236412.11
chr1	27872543	1	THEMIS2	ENSG00000130775	ENST00000373925.5
chr1	27914574	-1	RPA2	ENSG00000117748	ENST00000373912.8
chr1	27934999	1	SMPDL3B	ENSG00000130768	ENST00000373894.8
chr1	27959972	1	XKR8	ENSG00000158156	ENST00000373884.6
chr1	28088609	-1	EYA3	ENSG00000158161	ENST00000373871.8
chr1	28176689	-1	PTAFR	ENSG00000169403	ENST00000373857.8
chr1	28233028	-1	DNAJC8	ENSG00000126698	ENST00000263697.6
chr1	28236123	1	ATP5IF1	ENSG00000130770	ENST00000335514.10
chr1	28259517	1	SESN2	ENSG00000130766	ENST00000253063.4
